병원명,주소,전화번호,홈페이지URL,시도,진료과목,YKIHO,네이버플레이스URL,플레이스ID,구글검색URL
청담밴스의원,"서울특별시 강남구 선릉로 822, 체월든 3층 (청담동)",02-6956-0606,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,,,
청담별의원,"서울특별시 강남구 학동로 433, 씨엔씨빌딩 8층 (청담동)",,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ4OSQyNjE0ODEjNTEjJDEjJDYjJDgz,,,
청담보드레의원,"서울특별시 노원구 화랑로 441, 미라쉘 201호 (공릉동)",02-6737-7776,https://www.cd-bodre.com/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQwMyQyNjEyMjIjNjEjJDEjJDQjJDgz,,,
청담봄온의원,"서울특별시 강남구 도산대로 318, SB타워 4층 3,4호 (논현동)",02-6925-0585,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ2MiQzNjEwMDIjNTEjJDEjJDYjJDgz,,,
청담비아이의원,"서울특별시 강남구 압구정로72길 8, 백원빌딩 2층 (청담동)",02-501-2727,http://www.cdbi.co.kr/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ4MiQzNjE4MzIjNjEjJDEjJDQjJDgz,,,
청담비엘에스의원,"서울특별시 강남구 선릉로 830, 공신진흥빌딩 5층 (청담동)",02-512-4842,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQyIyQ1IyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz,,,
청담비엘의원,"서울특별시 동대문구 답십리로 273, 한양빌딩 3층 (장안동)",02-3394-7338,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQwMyQyNjE4MzIjODEjJDEjJDYjJDgz,,,
청담비포앤애프터의원,"서울특별시 강남구 압구정로 437, 청담동일신빌딩 2층 (청담동)",02-544-1614,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQyIyQzIyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz,,,
청담서클의원,"서울특별시 강남구 도산대로57길 22, 1층 (청담동, K2빌딩)",02-515-9788,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,,,
청담성모의원,"서울특별시 강남구 학동로 433, 청담클리닉 빌딩 4층 (청담동)",02-541-8175,www.cscell.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ5OSQzNjEyMjIjNjEjJDEjJDAjJDgz,,,
청담세란의원,"서울특별시 강남구 도산대로 309, 4층 (신사동)",02-3444-7300,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,,,
청담셀의원,"서울특별시 강남구 도산대로 318, SB타워 15층 (논현동)",02-514-2225,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ3OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,,,
청담셀팅의원,"서울특별시 강남구 선릉로 803, 메타타워Ⅳ 6층,7층 (신사동)",1555-1527,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ4OSQyNjE0ODEjNjEjJDEjJDgjJDgz,,,
청담솔루션의원,"서울특별시 강남구 도산대로45길 18-6, 돌체비타빌딩 2층 (신사동)",02-512-5011,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNDEjJDEjJDgjJDgz,,,
청담슬림의원,"서울특별시 서초구 강남대로 563, 2층 (잠원동)",,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ3OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,,,
청담신의의원,"서울특별시 강남구 선릉로 756, 대성빌딩 4층 (청담동)",02-2699-3380,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQwMyQzNjE4MzIjNjEjJDEjJDAjJDgz,,,
청담실루엣의원,"서울특별시 강남구 압구정로 445, 401호 (청담동)",02-2282-0117,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQyIyQ3IyQwMCQzNjE0ODEjODEjJDEjJDYjJDgz,,,
청담아르덴의원,"서울특별시 강남구 선릉로152길 17, 아시아청담부띠끄 5층 (청담동)",02-518-1259,https://www.cheongdam-arden.com/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ4MiQyNjE4MzIjNDEjJDEjJDQjJDgz,,,
청담아리움의원,"서울특별시 강남구 삼성로 741, 덕암빌딩 5층 (청담동)",,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ5MiQzNjEyMjIjODEjJDEjJDYjJDgz,,,
청담아이스피부과의원,"서울특별시 강남구 삼성로 726, 2층 (청담동)",517-4477,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ3OSQyNjE0ODEjNzEjJDEjJDgjJDgz,,,
청담아이우의원,"서울특별시 강남구 압구정로 320, 5층 (신사동)",02-6953-1175,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ5OSQyNjE0ODEjNTEjJDEjJDIjJDgz,,,
청담아티젠의원,"서울특별시 강남구 선릉로 818, 디자이너클럽 3층 (청담동)",02-6224-8000,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ3OSQzNjEwMDIjNTEjJDEjJDYjJDgz,,,
청담안느의원,"서울특별시 강남구 도산대로 501, 2층 201,202,203호 (청담동)",02-545-2332,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5MiQyNjE4MzIjNDEjJDEjJDQjJDgz,,,
청담안즈피부과의원,"서울특별시 강남구 도산대로 220, 엠포리아 빌딩 6,7층 (논현동)",02-511-7900,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ5MiQzNjE0ODEjNTEjJDEjJDYjJDgz,,,
청담에끌라드의원,"서울특별시 강남구 도산대로 420, 청담스퀘어 A동 412호 (청담동)",02-6120-8888,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz,,,
청담에스민의원,"서울특별시 강남구 도산대로81길 41, 2층 (청담동)",02-540-3339,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNzEjJDEjJDgjJDgz,,,
청담에스에스640의원,"서울특별시 강남구 삼성로 640, 건설기술인회관(별관) 2층 (삼성동)",02-545-0640,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ3MiQzNjE0ODEjNjEjJDEjJDAjJDgz,,,
청담에이스의원,"서울특별시 강남구 압구정로 445, 8층 (청담동, 롤스로이스 오토스)",02-511-8556,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ3MiQyNjEyMjIjNTEjJDEjJDYjJDgz,,,
청담엔비의원,"서울특별시 강남구 삼성로 772, 201호~205호 (청담동)",02-543-5856,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz,,,
청담엔샤인의원,"서울특별시 강남구 도산대로 333, K+ 메디칼타워 9층 (신사동)",,https://nshineclinic.co.kr/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ5OSQzNjEyMjIjNjEjJDEjJDgjJDgz,,,
청담엔케이피부과의원,"서울특별시 강서구 마곡중앙5로 81, 에스비타운 5층 504,505호 (마곡동)",02-2135-5004,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQwMyQyNjE4MzIjNjEjJDEjJDAjJDgz,,,
청담엠에스의원,"서울특별시 강남구 압구정로80길 34, 원일빌딩 2층 (청담동)",02-549-2223,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ5MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,,,
청담연세피부과의원,"서울특별시 강남구 학동로 342, (논현동, 309호, 309-1호)",02-547- 0041,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz,,,
청담오라클피부과의원,"서울특별시 강남구 선릉로 612, 한일빌딩 1,2,4층 (삼성동)",1800-7588,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ2MiQzNjE0ODEjNTEjJDEjJDYjJDgz,,,
청담오아로피부과의원,"서울특별시 강남구 도산대로 327, 8층 (신사동)",02-541-8830,https://biz.hira.or.kr/index.do?sso=ok,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz,,,
청담오케이의원,"서울특별시 강남구 삼성로 715, 5층 (청담동)",02-3446-7588,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ2MiQyNjE4MzIjODEjJDEjJDIjJDgz,,,
청담유스피부과의원,"서울특별시 강남구 논현로 813, 영석빌딩 3층 (신사동)",517-7763,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ5MiQzNjE4MzIjNTEjJDEjJDYjJDgz,,,
청담은피부과의원,"서울특별시 강남구 선릉로152길 17, 아시아청담부띠끄 602호 (청담동)",02-546-3322,http://www.eunskin.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,,,
청담이든의원,"서울특별시 강남구 테헤란로 226, 태왕빌딩 1층,2층 (역삼동)",02-515-1131,http://idun.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjEwMDIjNjEjJDEjJDgjJDgz,,,
청담이룸의원,"서울특별시 강남구 삼성로 620, 블래스톤리조트 2(일부)층 (삼성동)",02-6949-3652,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,,,
청담이상동의원,"서울특별시 강남구 도산대로 510, (청담동, 304호, 305호)",02-515-2538,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjODEjJDEjJDYjJDgz,,,
청담이엘피부과의원,"서울특별시 강남구 도산대로 417, FIRST LIGHT 타워 3층 (청담동)",02-511-0506,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ5OSQ0NjE0ODEjODEjJDEjJDYjJDgz,,,
청담이음엘의원,"서울특별시 강남구 선릉로158길 10, 2층 (청담동)",02-6677-7325,https://www.ieumlclinic.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz,,,
청담이지함피부과의원,"서울특별시 강남구 봉은사로 302, 역삼아모제SK리더스뷰 203호,204호 (역삼동)",596-3600,http://www.ljh.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ2MiQyNjEyMjIjNzEjJDEjJDgjJDgz,,,
청담잇츠미의원,"서울특별시 강남구 선릉로157길 14, 한주빌딩 3층 4층 (신사동)",02-515-0555,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,,,
청담쟈스민라인의원,"서울특별시 강남구 삼성로 763, 406호 (청담동)",02-3443-7731,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ5MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,,,
청담제이더마의원,"서울특별시 강남구 압구정로 434, 3층 (청담동)",02-516-9855,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQxMyQyNjEwMDIjNDEjJDEjJDgjJDgz,,,
청담제이의원,"서울특별시 강남구 도산대로55길 36, 3층 (청담동)",02-518-0070,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz,,,
청담준의원,"서울특별시 중랑구 망우로 322, 201~204호 (상봉동, 상봉역 유보라 퍼스트리브&포스퀘어)",02-495-7500,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,,,
청담쥬넥스피부과의원,"서울특별시 강남구 도산대로 435, 삼이빌딩 3층일부,4층 (청담동)",549-0025,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjE4MzIjNDEjJDEjJDQjJDgz,,,
청담지온유의원,"서울특별시 강남구 학동로 338, 2층 (논현동, 강남파라곤)",02-545-9402,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ5MiQzNjEwMDIjNjEjJDEjJDQjJDgz,,,
청담차오름의원,"서울특별시 강남구 도산대로81길 55, 2층일부,3층 (청담동)",02-543-8520,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNjEjJDEjJDgjJDgz,,,
청담청아의원,"서울특별시 강남구 도산대로 450, 예전빌딩 4층 (청담동)",02-517-1009,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ4MiQyNjE4MzIjNDEjJDEjJDQjJDgz,,,
청담카민의원,"서울특별시 강남구 삼성로 651, 4층 일부호 (삼성동, 래미안 라클래시)",02-544-0941,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQwMyQzNjE0ODEjNzEjJDEjJDgjJDgz,,,
청담큐비큐의원,"서울특별시 강남구 도산대로 452, JS빌딩 6층 (청담동)",02-3443-1777,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ5MiQyNjEyMjIjNzEjJDEjJDgjJDgz,,,
청담파크의원,"서울특별시 강남구 선릉로158길 14-2, 2~3층 (청담동)",02-3445-8819,www.clinicpark.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,,,
청담퍼스널의원,"서울특별시 강남구 선릉로 749, 은산빌딩 5층 (논현동)",02-514-1118,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,,,
청담포레브의원,"서울특별시 강남구 도산대로 330, 서림빌딩 3~4층 (논현동)",02-6953-4848,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,,,
청담포워드피부과의원,"서울특별시 강남구 학동로 415, 3층 (청담동)",02-549-9004,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNjEjJDEjJDgjJDgz,,,
청담하나피부과의원,"서울특별시 강남구 압구정로 461, 306~308호 (청담동, 네이처 포엠)",02-549-6788,http://www.ehanaskin.co.kr/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQwMyQyNjEyMjIjODEjJDEjJDIjJDgz,,,
청담하트피부과의원,"서울특별시 강남구 영동대로 704, 삼강빌딩 4층 (청담동)",02-518-1519,cdheartclinic.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQyIyQ1IyQwMCQyNjE0ODEjNjEjJDEjJDAjJDgz,,,
청담헤아린의원,"서울특별시 강남구 도산대로 412, 4층 (청담동, 남강빌딩)",02-518-1600,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ5OSQyNjEwMDIjODEjJDEjJDIjJDgz,,,
청담현피부과의원,"서울특별시 강남구 압구정로20길 21, 정빌딩 2층 (신사동)",3447-0075,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzQxIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,,,
청담흰의원,"서울특별시 강남구 압구정로 461, 405호 (청담동, 네이처포엠)",3442-3939,http://www.mimoplastic.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ3MiQzNjE4MzIjNTEjJDEjJDYjJDgz,,,
청량리닥터에버스의원,"서울특별시 동대문구 왕산로 205, 동광빌딩 4층 일부, 5층 (청량리동)",02-2039-3675,https://evers28.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,,,
청미의원,"서울특별시 강남구 선릉로 528, 2,3층 (삼성동)",02-517-1078,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ5OSQzNjEyMjIjNTEjJDEjJDYjJDgz,,,
청아연의원,"서울특별시 강남구 강남대로 584, 성일빌딩 2층 (논현동)",02-6951-5636,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQxMyQyNjE4MzIjNjEjJDEjJDAjJDgz,,,
청아의원,"서울특별시 관악구 남부순환로161길 70, 3층 (신림동)",02-852-8270,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,,,
청춘의원,"서울특별시 강남구 봉은사로38길 12, 1~2층 (역삼동)",02-544-2288,http://www.ccclinic.co.kr/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQxMyQzNjEyMjIjNTEjJDEjJDYjJDgz,,,
청포도내과예방의학과의원,"서울특별시 성동구 금호로 158-2, 2층 (금호동1가)",02-2291-8900,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQxMyQyNjEwMDIjNDEjJDEjJDgjJDgz,,,
체인지미피부과의원,"서울특별시 강북구 도봉로 358, 코스타타워 203호 (번동)",02-998-9114,http://www.change-me.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjEwMDIjNDEjJDEjJDQjJDgz,,,
체인지업의원,"서울특별시 양천구 신목로 102, 201호 (목동, 대경프라자)",02-2637-7575,http://www.changeupclinic.com/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDgjJDgz,,,
체인지의원,"서울특별시 강남구 도산대로 318, SB타워 7층 (논현동)",02-547-0809,http://www.changeclinic.co.kr/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ4OSQyNjE0ODEjNjEjJDEjJDQjJDgz,,,
초이스피부과의원,"서울특별시 노원구 한글비석로 56, 미성아파트 미성상가동 3층 301호 (하계동)",02-977-3744,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQxMyQzNjE0ODEjNjEjJDEjJDgjJDgz,,,
초이스피부과의원,"서울특별시 강남구 강남대로 616, 신사미타워 8층 801호, 802호 (신사동)",546-5346,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ3MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,,,
최묘경의원,"서울특별시 동대문구 망우로16길 21, 2층 (휘경동)",02-2213-5197,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,,,
최윤정피부과의원,"서울특별시 강남구 선릉로 704, 청담빌딩 4층 (청담동)",6205-7575,http://www.cyjskin.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ4MiQyNjE0ODEjNDEjJDEjJDgjJDgz,,,
최의원,"서울특별시 노원구 동일로 1551, 301호 (상계동, 삼전빌딩)",02-952-7575,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjE4MzIjNjEjJDEjJDQjJDgz,,,
최인석의원,"서울특별시 서초구 신반포로47길 9-6, 3층 (잠원동)",02-3447-9090,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ2MiQzNjE0ODEjNzEjJDEjJDgjJDgz,,,
최종성피부과의원,"서울특별시 관악구 신원로 34, 삼양타운 6층 (신림동)",02-882-3650,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ3MiQzNjE4MzIjNTEjJDEjJDYjJDgz,,,
최혜민피부과의원,"서울특별시 송파구 송파대로 374, (송파동, 성진빌딩 2층)",02-423-8584,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQxMyQ0NjE0ODEjNzEjJDEjJDgjJDgz,,,
최흥열피부과의원,"서울특별시 성동구 천호대로 308, (용답동)",02-2216-5666,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQxMyQ0NjE0ODEjODEjJDEjJDIjJDgz,,,
치유의원,"서울특별시 강남구 도산대로59길 26, 히든힐하우스 1층 (청담동)",02-2135-2314,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQwMyQyNjEyMjIjNjEjJDEjJDgjJDgz,,,
카리스의원,"서울특별시 송파구 중대로 68, 훼미리 샤르망 402,403호 (문정동)",02-544-7505,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjEwMDIjODEjJDEjJDIjJDgz,,,
카린의원,"서울특별시 중구 명동10길 18, 4층 (명동2가)",02-318-7730,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjODEjJDEjJDYjJDgz,,,
카모마일의원,"서울특별시 서초구 효령로74길 4, 4층 (서초동, 우담빌딩)",02-521-7935,http://blog.naver.com/dufqksgoxkf,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,,,
커브라인의원,"서울특별시 중구 명동9가길 21, 2~5층층 (을지로2가)",02-6954-2565,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ2MiQzNjE4MzIjNzEjJDEjJDgjJDgz,,,
케이라인의원,"서울특별시 강남구 테헤란로 101, 1402호 (역삼동, 이즈타워)",02-567-9975,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQxMyQyNjEwMDIjNjEjJDEjJDAjJDgz,,,
케이셀의원,"서울특별시 서초구 서초대로77길 3, 아라타워 201,202,203,204,209,213,214호 (서초동)",,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ4OSQzNjEwMDIjNjEjJDEjJDQjJDgz,,,
케이톡스의원(강서마곡점),"서울특별시 강서구 마곡중앙6로 93, 열린프라자 5층 503호 (마곡동)",02-2088-7445,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz,,,
케이트의원,"서울특별시 마포구 양화로 148, 스칼렛빌딩 7층 (동교동)",02-6952-1234,http://www.wynnclinic.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjNTEjJDEjJDYjJDgz,,,
코미인의원,"서울특별시 강남구 봉은사로 105, 8층 (논현동, 동양빌딩)",02-511-3050,http://www.comain.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ2MiQzNjE0ODEjNTEjJDEjJDIjJDgz,,,
코스모스의원,"서울특별시 관악구 봉천로 488, 8층 (봉천동)",02-877-8383,http://www.cosmosps.com/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz,,,
